56.760252,44.938293,34.435487,25.495607,47.327158,48.079181,48.654494,55.966562,57.404983,57.242525,63.364011,64.414340,63.935298,69.523221,70.637357,16.826047,27.590629,30.430901,25.488383,57.043254,70.422858,81.139612,57.824099,51.208341,42.526460,55.169660,48.545933,40.693784,50.538433,43.541616,
54.457760,41.624337,30.725503,21.599677,43.091470,43.151465,43.072632,53.162342,54.626465,54.052293,60.429335,61.485422,60.907018,66.500437,67.399788,24.783561,35.484058,38.604826,34.961981,63.972735,77.600420,88.788569,65.619987,58.616048,49.770689,62.554449,55.978668,48.222899,57.841933,51.069933,
39.612487,27.763361,17.833437,9.093663,26.860330,27.448308,27.817976,37.719333,39.772049,39.022771,45.728004,47.521186,46.395695,52.156055,53.602755,25.847536,36.286941,40.539414,37.322852,66.217303,80.488175,91.355538,67.116177,59.838367,50.746399,64.060295,56.813049,48.847672,60.066301,52.869612,
45.333099,33.409727,23.336020,14.664368,32.822511,33.241546,33.630148,43.232810,45.154190,44.835600,51.086825,52.664042,52.028912,58.007574,59.045243,22.200158,32.797563,36.787719,33.444437,60.860658,74.670351,85.818410,63.176829,56.389213,47.593075,60.475266,53.338552,45.417494,56.445169,49.643007,
70.214182,57.086843,46.633148,37.861526,59.403425,59.991884,61.214542,68.265671,68.924230,69.620836,76.105130,76.149189,76.452875,82.388747,82.831085,20.834604,31.700453,34.189737,30.219468,58.055830,71.457696,81.894416,61.060911,54.764199,45.816970,58.843130,52.317953,44.672400,54.846686,48.707187,
76.275843,62.343568,51.562202,42.844003,66.101509,65.448463,65.304381,74.485177,75.171608,76.006341,81.769305,82.224089,82.617277,87.801039,89.006376,22.419070,32.870701,35.309166,30.952978,61.741304,75.151920,85.913950,63.275433,56.900251,48.102811,61.258882,54.377425,46.778139,55.889750,49.393177,
52.874810,40.420336,29.780394,20.843096,41.507676,41.724545,41.848335,51.479417,53.140736,52.921396,59.530556,60.638642,60.205513,66.104656,66.800094,26.998460,37.321243,40.242884,36.648634,65.759069,79.262054,89.935827,67.236966,60.228992,51.001960,64.110947,57.273412,49.078467,59.619647,52.924842,
46.430910,34.952599,25.054315,16.177200,34.691581,35.278192,35.737637,44.769317,46.751058,46.436596,52.642161,54.115307,53.291678,59.374225,60.382420,23.890008,34.274805,38.616782,35.757092,62.372124,76.027036,87.005723,64.673406,57.491171,48.351237,61.573780,54.640436,46.873972,57.353002,50.531298,
56.435519,46.529022,37.665135,30.076912,48.556456,49.274960,49.740210,56.834233,57.965946,57.544136,63.459188,64.311290,63.699281,68.695235,69.242162,29.022455,38.014352,41.086963,38.063726,63.133413,74.098539,83.023834,63.200998,57.072073,49.582431,60.662633,54.575241,47.696093,56.853187,50.915045,
61.356783,52.340466,44.297805,37.673211,53.336090,54.165971,54.782802,61.606503,62.836432,62.343794,67.253727,68.210065,67.639017,72.069627,72.640252,30.244493,38.802576,42.229581,40.728095,61.398739,71.295559,79.239690,62.321532,57.074255,50.571913,60.381240,55.038774,49.025351,56.670839,51.448268,
77.539408,68.495131,62.209499,60.724473,42.694646,34.230214,27.739286,49.430189,54.626846,60.386229,53.564018,58.009142,62.968218,57.233620,62.273628,45.847955,35.242492,24.447253,13.866800,43.065220,45.963389,47.611654,55.905032,56.228280,54.537535,63.865596,63.883388,62.862337,71.135366,70.957750,
